descendant_obs_id,ancestor_obs_id
0,0
1,1
2,2
3,3
4,7
5,8
6,9
7,11
8,12
9,14
10,17
11,18
12,22
13,23
14,24
15,25
16,26
17,27
18,28
19,29
20,31
21,32
22,33
23,34
24,35
25,36
26,37
27,38
28,39
29,41
30,42
31,43
32,44
33,45
34,46
35,47
36,48
37,49
38,50
39,53
40,54
41,56
42,57
43,58
44,59
45,60
46,61
47,62
48,63
49,64
50,65
51,66
52,68
53,69
54,70
55,72
56,73
57,74
58,75
59,76
60,77
61,79
62,80
63,82
64,84
65,85
66,86
67,87
68,88
69,89
70,90
71,91
72,92
73,93
74,95
75,96
76,97
77,98
78,99
79,101
80,102
81,105
82,106
83,109
84,110
85,111
86,112
87,113
88,115
89,116
90,118
91,119
92,120
93,121
94,122
95,124
96,125
97,126
98,128
99,129
100,130
101,132
102,133
103,104
104,83
105,15
106,81
107,30
108,30
109,114
110,55
111,104
112,104
113,16
114,117
115,117
116,5
117,81
118,78
119,19
120,19
121,108
122,55
123,55
124,83
125,83
126,5
127,134
128,134
129,71
130,71
131,20
132,20
133,131
134,131
135,107
136,107
137,16
138,16
139,108
140,114
141,114
142,67
143,67
144,81
145,81
146,94
147,94
148,108
149,108
150,40
151,40
152,51
153,51
154,123
155,123
156,103
157,103
158,127
159,127
160,100
161,100
162,5
163,5
164,4
165,4
166,13
167,13
168,78
169,78
170,15
171,15
172,10
173,10
174,5
175,5
176,52
177,52
178,21
179,21
180,6
181,6
